NAME,STAT,LEVEL,LAT,LON,TIME,WIND,PR,YEAR
Bertha,TROPICAL STORM,2,22.7,-72.5,08/03 6:00 PM,45,1012,2014
Bertha,TROPICAL STORM,2,24.1,-73.1,08/04 12:00 AM,55,1007,2014
Bertha,TROPICAL STORM,2,25.4,-73.5,08/04 6:00 AM,60,1004,2014
Bertha,HURRICANE-1,3,26.8,-73.6,08/04 12:00 PM,70,998,2014
Bertha,HURRICANE-1,3,28.5,-73.6,08/04 6:00 PM,70,999,2014
Bertha,HURRICANE-1,3,30.5,-73.4,08/05 12:00 AM,65,1001,2014
Bertha,TROPICAL STORM,2,32.5,-73.2,08/05 6:00 AM,55,1003,2014
Bertha,TROPICAL STORM,2,34.2,-72.7,08/05 12:00 PM,50,1005,2014
Bertha,TROPICAL STORM,2,35.5,-71.2,08/05 6:00 PM,45,1006,2014
Bertha,TROPICAL STORM,2,36.8,-69.3,08/06 12:00 AM,45,1007,2014
Bertha,TROPICAL STORM,2,38.1,-66.9,08/06 6:00 AM,45,1007,2014
Bertha,TROPICAL STORM,2,39.4,-64.1,08/06 12:00 PM,45,1006,2014
Bertha,EXTRATROPICAL STORM,0,40.8,-61.3,08/06 6:00 PM,45,1002,2014
Bertha,EXTRATROPICAL STORM,0,42.1,-58.4,08/07 12:00 AM,50,996,2014
Bertha,EXTRATROPICAL STORM,0,43.4,-55.6,08/07 6:00 AM,45,998,2014
Bertha,EXTRATROPICAL STORM,0,44.6,-52.5,08/07 12:00 PM,40,999,2014
Bertha,EXTRATROPICAL STORM,0,46,-49.5,08/07 6:00 PM,40,1000,2014
Bertha,EXTRATROPICAL STORM,0,47.4,-46.6,08/08 12:00 AM,35,1001,2014
Bertha,EXTRATROPICAL STORM,0,47.9,-43,08/08 6:00 AM,35,1001,2014
Bertha,EXTRATROPICAL STORM,0,47.5,-39.4,08/08 12:00 PM,35,1002,2014
Bertha,EXTRATROPICAL STORM,0,46.9,-34.9,08/08 6:00 PM,35,1002,2014
Bertha,EXTRATROPICAL STORM,0,47,-29,08/09 12:00 AM,35,1003,2014
Bertha,EXTRATROPICAL STORM,0,47.1,-22,08/09 6:00 AM,35,1003,2014
Bertha,EXTRATROPICAL STORM,0,47.5,-15,08/09 12:00 PM,35,1003,2014
Cristobal,TROPICAL DEPRESSION,1,21.5,-72.2,08/23 6:00 PM,30,1005,2014
Cristobal,TROPICAL DEPRESSION,1,22,-72.5,08/24 12:00 AM,30,1004,2014
Cristobal,TROPICAL STORM,2,22.6,-72.9,08/24 6:00 AM,35,1002,2014
Cristobal,TROPICAL STORM,2,23.3,-73,08/24 12:00 PM,40,1001,2014
Cristobal,TROPICAL STORM,2,24,-73,08/24 6:00 PM,45,1001,2014
Cristobal,TROPICAL STORM,2,24.2,-73,08/25 12:00 AM,45,998,2014
Cristobal,TROPICAL STORM,2,24.4,-72.9,08/25 6:00 AM,45,996,2014
Cristobal,TROPICAL STORM,2,24.7,-72.7,08/25 12:00 PM,50,993,2014
Cristobal,TROPICAL STORM,2,24.9,-72.4,08/25 6:00 PM,50,992,2014
Cristobal,HURRICANE-1,3,25.1,-72.1,08/26 12:00 AM,65,989,2014
Cristobal,HURRICANE-1,3,25.6,-72,08/26 6:00 AM,65,989,2014
Cristobal,HURRICANE-1,3,26.7,-71.8,08/26 12:00 PM,65,988,2014
Cristobal,HURRICANE-1,3,28.1,-71.4,08/26 6:00 PM,65,987,2014
Cristobal,HURRICANE-1,3,29.5,-71.5,08/27 12:00 AM,70,983,2014
Cristobal,HURRICANE-1,3,30.6,-72,08/27 6:00 AM,70,983,2014
Cristobal,HURRICANE-1,3,31.6,-72.2,08/27 12:00 PM,70,983,2014
Cristobal,HURRICANE-1,3,32.3,-71.8,08/27 6:00 PM,65,984,2014
Cristobal,HURRICANE-1,3,33.5,-70.7,08/28 12:00 AM,65,984,2014
Cristobal,HURRICANE-1,3,34.8,-69,08/28 6:00 AM,65,982,2014
Cristobal,HURRICANE-1,3,36.3,-67.1,08/28 12:00 PM,70,979,2014
Cristobal,HURRICANE-1,3,37.5,-63.6,08/28 6:00 PM,75,971,2014
Cristobal,HURRICANE-1,3,39.1,-58.8,08/29 12:00 AM,75,965,2014
Cristobal,HURRICANE-1,3,41.2,-53.9,08/29 6:00 AM,70,967,2014
Cristobal,EXTRATROPICAL STORM-1,0,44.2,-49,08/29 12:00 PM,65,970,2014
Cristobal,EXTRATROPICAL STORM-1,0,46.7,-45.9,08/29 6:00 PM,65,972,2014
Cristobal,EXTRATROPICAL STORM-1,0,48.6,-42.8,08/30 12:00 AM,65,974,2014
Cristobal,EXTRATROPICAL STORM-1,0,49.9,-39.5,08/30 6:00 AM,65,974,2014
Cristobal,EXTRATROPICAL STORM,0,51.3,-36.2,08/30 12:00 PM,60,971,2014
Cristobal,EXTRATROPICAL STORM,0,54,-32,08/30 6:00 PM,60,971,2014
Cristobal,EXTRATROPICAL STORM,0,58,-28.9,08/31 12:00 AM,60,971,2014
Cristobal,EXTRATROPICAL STORM,0,61,-27,08/31 6:00 AM,60,963,2014
Cristobal,EXTRATROPICAL STORM,0,62,-26,08/31 12:00 PM,60,964,2014
Cristobal,EXTRATROPICAL STORM,0,63,-24.5,08/31 6:00 PM,55,968,2014
Cristobal,EXTRATROPICAL STORM,0,64,-22,09/01 12:00 AM,50,974,2014
Cristobal,EXTRATROPICAL STORM,0,65,-19.5,09/01 6:00 AM,50,978,2014
Cristobal,EXTRATROPICAL STORM,0,66,-17,09/01 12:00 PM,45,980,2014
Cristobal,EXTRATROPICAL STORM,0,67,-15.4,09/01 6:00 PM,45,982,2014
Cristobal,EXTRATROPICAL STORM,0,68,-15,09/02 12:00 AM,40,984,2014
Cristobal,EXTRATROPICAL STORM,0,69,-15,09/02 6:00 AM,35,985,2014
Edouard,LOW,0,13.7,-33.2,09/10 6:00 PM,25,1009,2014
Edouard,LOW,0,14.2,-34.4,09/11 12:00 AM,25,1009,2014
Edouard,LOW,0,14.9,-35.5,09/11 6:00 AM,25,1009,2014
Edouard,TROPICAL DEPRESSION,1,15.8,-36.5,09/11 12:00 PM,30,1008,2014
Edouard,TROPICAL DEPRESSION,1,16.5,-37.7,09/11 6:00 PM,30,1007,2014
Edouard,TROPICAL STORM,2,17.2,-39.2,09/12 12:00 AM,35,1006,2014
Edouard,TROPICAL STORM,2,17.7,-40.8,09/12 6:00 AM,35,1005,2014
Edouard,TROPICAL STORM,2,18.3,-42.3,09/12 12:00 PM,40,1000,2014
Edouard,TROPICAL STORM,2,18.9,-43.6,09/12 6:00 PM,40,999,2014
Edouard,TROPICAL STORM,2,19.6,-44.8,09/13 12:00 AM,40,998,2014
Edouard,TROPICAL STORM,2,20.4,-45.7,09/13 6:00 AM,45,997,2014
Edouard,TROPICAL STORM,2,21.4,-46.4,09/13 12:00 PM,45,996,2014
Edouard,TROPICAL STORM,2,22.3,-47,09/13 6:00 PM,50,995,2014
Edouard,TROPICAL STORM,2,23,-47.9,09/14 12:00 AM,55,994,2014
Edouard,TROPICAL STORM,2,23.7,-49,09/14 6:00 AM,60,991,2014
Edouard,HURRICANE-1,3,24.4,-50.3,09/14 12:00 PM,70,985,2014
Edouard,HURRICANE-1,3,25.1,-51.5,09/14 6:00 PM,75,980,2014
Edouard,HURRICANE-1,3,25.8,-52.7,09/15 12:00 AM,80,975,2014
Edouard,HURRICANE-2,4,26.5,-54,09/15 6:00 AM,85,970,2014
Edouard,HURRICANE-2,4,27,-55.1,09/15 12:00 PM,90,966,2014
Edouard,HURRICANE-2,4,27.7,-56.1,09/15 6:00 PM,95,962,2014
Edouard,HURRICANE-2,4,28.5,-56.7,09/16 12:00 AM,95,960,2014
Edouard,HURRICANE-3,5,29.5,-57.3,09/16 6:00 AM,100,956,2014
Edouard,HURRICANE-3,5,30.6,-57.8,09/16 12:00 PM,105,955,2014
Edouard,HURRICANE-2,4,31.7,-57.7,09/16 6:00 PM,95,958,2014
Edouard,HURRICANE-2,4,32.9,-57,09/17 12:00 AM,85,959,2014
Edouard,HURRICANE-2,4,34.3,-56,09/17 6:00 AM,85,958,2014
Edouard,HURRICANE-1,3,35.7,-54.5,09/17 12:00 PM,80,957,2014
Edouard,HURRICANE-1,3,37.2,-52.4,09/17 6:00 PM,80,955,2014
Edouard,HURRICANE-1,3,38.3,-49.5,09/18 12:00 AM,75,958,2014
Edouard,HURRICANE-1,3,39.3,-46.7,09/18 6:00 AM,70,964,2014
Edouard,HURRICANE-1,3,39.9,-44.1,09/18 12:00 PM,70,969,2014
Edouard,HURRICANE-1,3,39.9,-42.1,09/18 6:00 PM,65,973,2014
Edouard,TROPICAL STORM,2,39.9,-40.1,09/19 12:00 AM,60,980,2014
Edouard,TROPICAL STORM,2,39.9,-38.9,09/19 6:00 AM,55,988,2014
Edouard,TROPICAL STORM,2,39.5,-38.1,09/19 12:00 PM,45,994,2014
Edouard,LOW,0,39.5,-37.4,09/19 6:00 PM,40,1001,2014
Edouard,LOW,0,39.4,-36.6,09/20 12:00 AM,35,1004,2014
Edouard,LOW,0,39.3,-35.7,09/20 6:00 AM,30,1006,2014
Edouard,LOW,0,39.1,-34.4,09/20 12:00 PM,30,1008,2014
Edouard,LOW,0,38.8,-33,09/20 6:00 PM,25,1010,2014
Edouard,LOW,0,38.1,-31.8,09/21 12:00 AM,25,1012,2014
Edouard,LOW,0,37.1,-30.9,09/21 6:00 AM,25,1013,2014
Edouard,LOW,0,36.1,-30.2,09/21 12:00 PM,25,1014,2014
Edouard,LOW,0,35.1,-30.2,09/21 6:00 PM,25,1014,2014
Edouard,LOW,0,34.2,-30.4,09/22 12:00 AM,25,1015,2014
Edouard,LOW,0,33.4,-30.7,09/22 6:00 AM,25,1015,2014
Fay,LOW,0,22,-61.2,10/10 12:00 AM,35,1007,2014
Fay,SUBTROPICAL STORM,0,22.7,-62.4,10/10 6:00 AM,35,1006,2014
Fay,SUBTROPICAL STORM,0,23.5,-63.3,10/10 12:00 PM,35,1005,2014
Fay,SUBTROPICAL STORM,0,24.3,-64,10/10 6:00 PM,40,1003,2014
Fay,SUBTROPICAL STORM,0,25.1,-64.5,10/11 12:00 AM,50,999,2014
Fay,TROPICAL STORM,2,26,-65,10/11 6:00 AM,55,994,2014
Fay,TROPICAL STORM,2,27.2,-65.3,10/11 12:00 PM,60,990,2014
Fay,TROPICAL STORM,2,28.7,-65.4,10/11 6:00 PM,60,988,2014
Fay,TROPICAL STORM,2,30.2,-65.2,10/12 12:00 AM,60,987,2014
Fay,HURRICANE-1,3,31.7,-64.9,10/12 6:00 AM,65,985,2014
Fay,HURRICANE-1,3,32.3,-64.7,10/12 8:00 AM,70,984,2014
Fay,HURRICANE-1,3,33.1,-63.9,10/12 12:00 PM,70,983,2014
Fay,TROPICAL STORM,2,33.6,-61.9,10/12 6:00 PM,60,986,2014
Fay,TROPICAL STORM,2,33.9,-59,10/13 12:00 AM,50,990,2014
Gonzalo,LOW,0,16.4,-54.9,10/11 6:00 PM,25,1010,2014
Gonzalo,TROPICAL DEPRESSION,1,16.4,-55.9,10/12 12:00 AM,30,1010,2014
Gonzalo,TROPICAL DEPRESSION,1,16.4,-56.9,10/12 6:00 AM,30,1008,2014
Gonzalo,TROPICAL STORM,2,16.4,-57.9,10/12 12:00 PM,35,1006,2014
Gonzalo,TROPICAL STORM,2,16.4,-58.8,10/12 6:00 PM,40,1004,2014
Gonzalo,TROPICAL STORM,2,16.5,-59.7,10/13 12:00 AM,45,1001,2014
Gonzalo,TROPICAL STORM,2,16.7,-60.6,10/13 6:00 AM,55,996,2014
Gonzalo,HURRICANE-1,3,17,-61.5,10/13 12:00 PM,65,992,2014
Gonzalo,HURRICANE-1,3,17.1,-61.8,10/13 2:00 PM,65,990,2014
Gonzalo,HURRICANE-1,3,17.6,-62.4,10/13 6:00 PM,70,988,2014
Gonzalo,HURRICANE-1,3,18.1,-63,10/13 10:00 PM,75,984,2014
Gonzalo,HURRICANE-1,3,18.2,-63.1,10/13 11:00 PM,75,984,2014
Gonzalo,HURRICANE-1,3,18.3,-63.2,10/14 12:00 AM,80,983,2014
Gonzalo,HURRICANE-2,4,19.1,-64,10/14 6:00 AM,90,976,2014
Gonzalo,HURRICANE-2,4,19.9,-64.8,10/14 12:00 PM,95,973,2014
Gonzalo,HURRICANE-3,5,20.8,-65.5,10/14 6:00 PM,100,968,2014
Gonzalo,HURRICANE-4,6,21.7,-66.2,10/15 12:00 AM,115,956,2014
Gonzalo,HURRICANE-4,6,22.5,-67,10/15 6:00 AM,115,953,2014
Gonzalo,HURRICANE-4,6,23.1,-67.7,10/15 12:00 PM,115,949,2014
Gonzalo,HURRICANE-3,5,23.8,-68.3,10/15 6:00 PM,110,953,2014
Gonzalo,HURRICANE-3,5,24.4,-68.6,10/16 12:00 AM,110,953,2014
Gonzalo,HURRICANE-4,6,25,-68.7,10/16 6:00 AM,115,948,2014
Gonzalo,HURRICANE-4,6,25.6,-68.7,10/16 12:00 PM,125,940,2014
Gonzalo,HURRICANE-4,6,26.5,-68.3,10/16 6:00 PM,125,942,2014
Gonzalo,HURRICANE-4,6,27.4,-67.8,10/17 12:00 AM,120,942,2014
Gonzalo,HURRICANE-4,6,28.6,-67.2,10/17 6:00 AM,115,945,2014
Gonzalo,HURRICANE-3,5,29.8,-66.5,10/17 12:00 PM,110,947,2014
Gonzalo,HURRICANE-3,5,31,-65.7,10/17 6:00 PM,105,949,2014
Gonzalo,HURRICANE-2,4,32.2,-64.9,10/18 12:00 AM,95,952,2014
Gonzalo,HURRICANE-2,4,32.3,-64.8,10/18 12:00 AM,95,952,2014
Gonzalo,HURRICANE-2,4,33.7,-63.9,10/18 6:00 AM,90,955,2014
Gonzalo,HURRICANE-2,4,35.6,-62.6,10/18 12:00 PM,85,960,2014
Gonzalo,HURRICANE-2,4,38.2,-60.9,10/18 6:00 PM,85,964,2014
Gonzalo,HURRICANE-2,4,41.2,-58.3,10/19 12:00 AM,85,965,2014
Gonzalo,HURRICANE-1,3,44.5,-54.8,10/19 6:00 AM,80,968,2014
Gonzalo,HURRICANE-1,3,47.8,-50.1,10/19 12:00 PM,70,970,2014
Gonzalo,EXTRATROPICAL STORM-1,0,50.6,-44.8,10/19 6:00 PM,65,976,2014
Gonzalo,EXTRATROPICAL STORM,0,52.6,-38.3,10/20 12:00 AM,55,982,2014
Gonzalo,EXTRATROPICAL STORM,0,53.9,-30.9,10/20 6:00 AM,50,988,2014
