NAME,STAT,LEVEL,LAT,LON,TIME,WIND,PR,YEAR
Irma,HURRICANE-4,6,22.00000000,-75.30000000,09/08 12:00 PM,130,927,2017
Irma,HURRICANE-4,6,22.10000000,-76.50000000,09/08 6:00 PM,135,925,2017
Irma,HURRICANE-5,7,22.10000000,-77.70000000,09/09/11Z,140,924,2017
Irma,HURRICANE-4,6,22.50000000,-78.80000000,09/09/20Z,135,930,2017
Irma,HURRICANE-3,5,22.80000000,-79.80000000,09/09 12:00 PM,110,941,2017
Irma,HURRICANE-3,5,23.40000000,-80.50000000,09/09 6:00 PM,110,933,2017
Irma,HURRICANE-3,5,23.50000000,-81.00000000,09/10 12:00 AM,105,933,2017
Irma,HURRICANE-4,6,24.10000000,-81.50000000,09/10 6:00 AM,115,928,2017
Irma,HURRICANE-4,6,25.00000000,-81.50000000,09/10 12:00 PM,115,933,2017
Irma,HURRICANE-2,4,26.20000000,-81.80000000,09/10 6:00 PM,95,938,2017
Irma,HURRICANE-2,4,27.50000000,-81.90000000,09/11 12:00 AM,85,952,2017
Irma,HURRICANE-1,3,28.90000000,-82.60000000,09/11 6:00 AM,65,965,2017
Irma,TROPICAL STORM,2,30.30000000,-83.10000000,09/11 12:00 PM,55,975,2017
Irma,TROPICAL STORM,2,31.50000000,-84.00000000,09/11 6:00 PM,45,985,2017
Irma,TROPICAL DEPRESSION,1,32.40000000,-84.90000000,09/12 12:00 AM,30,988,2017
Jose,TROPICAL STORM,2,12.30,-39.10,09/05 12:00 PM,35,1008,2017
Jose,TROPICAL STORM,2,12.50,-40.60,09/05 6:00 PM,40,1006,2017
Jose,TROPICAL STORM,2,12.30,-41.70,09/06 12:00 AM,45,1004,2017
Jose,TROPICAL STORM,2,12.50,-42.80,09/06 6:00 AM,50,1002,2017
Jose,TROPICAL STORM,2,13.10,-44.50,09/06 12:00 PM,60,998,2017
Jose,HURRICANE-1,3,13.90,-45.80,09/06 6:00 PM,65,994,2017
Jose,HURRICANE-1,3,14.40,-47.50,09/07 12:00 AM,75,989,2017
Jose,HURRICANE-1,3,14.80,-49.10,09/07 6:00 AM,80,986,2017
Jose,HURRICANE-1,3,14.90,-50.60,09/07 12:00 PM,80,986,2017
Jose,HURRICANE-3,5,15.50,-52.40,09/07 6:00 PM,105,966,2017
Jose,HURRICANE-3,5,15.60,-53.90,09/08 12:00 AM,105,966,2017
Jose,HURRICANE-3,5,16.00,-55.30,09/08 6:00 AM,110,957,2017
Jose,HURRICANE-4,6,16.30,-57.10,09/08 12:00 PM,130,942,2017
Jose,HURRICANE-4,6,16.60,-58.30,09/08 6:00 PM,130,940,2017
Jose,HURRICANE-4,6,16.90,-59.30,09/09 12:00 AM,135,938,2017
Jose,HURRICANE-4,6,17.50,-60.30,09/09 6:00 AM,130,940,2017
Jose,HURRICANE-4,6,18.30,-61.30,09/09 12:00 PM,125,945,2017
Jose,HURRICANE-4,6,19.20,-62.40,09/09 6:00 PM,125,945,2017
Jose,HURRICANE-4,6,19.80,-63.40,09/10 12:00 AM,115,944,2017
Jose,HURRICANE-4,6,20.80,-64.50,09/10 6:00 AM,115,944,2017
Jose,HURRICANE-4,6,21.70,-65.80,09/10 12:00 PM,115,944,2017
Jose,HURRICANE-3,5,22.80,-66.90,09/10 6:00 PM,105,956,2017
Jose,HURRICANE-3,5,23.70,-68.10,09/11 12:00 AM,100,962,2017
Jose,HURRICANE-2,4,24.40,-68.60,09/11 6:00 AM,90,968,2017
Jose,HURRICANE-2,4,25.50,-69.10,09/11 12:00 PM,90,968,2017
Jose,HURRICANE-2,4,26.40,-69.20,09/11 6:00 PM,85,973,2017
Jose,HURRICANE-1,3,27.10,-69.50,09/12 12:00 AM,75,982,2017
Jose,HURRICANE-1,3,27.50,-69.00,09/12 6:00 AM,65,987,2017
Jose,HURRICANE-1,3,27.50,-68.30,09/12 12:00 PM,65,987,2017
Jose,HURRICANE-1,3,27.60,-67.40,09/12 6:00 PM,65,987,2017
Jose,HURRICANE-1,3,26.50,-66.40,09/13 12:00 AM,65,985,2017
Jose,HURRICANE-1,3,26.10,-66.00,09/13 6:00 AM,65,985,2017
Jose,HURRICANE-1,3,25.50,-65.60,09/13 12:00 PM,65,985,2017
Jose,HURRICANE-1,3,25.30,-65.60,09/13 6:00 PM,65,988,2017
Jose,HURRICANE-1,3,25.20,-66.00,09/14 12:00 AM,70,985,2017
Jose,HURRICANE-1,3,25.10,-66.50,09/14 6:00 AM,65,986,2017
Jose,TROPICAL STORM,2,24.90,-66.60,09/14 12:00 PM,60,989,2017
Jose,TROPICAL STORM,2,25.20,-67.30,09/14 6:00 PM,60,989,2017
Jose,TROPICAL STORM,2,25.50,-68.00,09/15 12:00 AM,60,989,2017
Jose,TROPICAL STORM,2,25.90,-68.70,09/15 6:00 AM,60,989,2017
Jose,TROPICAL STORM,2,26.50,-69.40,09/15 12:00 PM,60,989,2017
Jose,HURRICANE-1,3,27.10,-70.30,09/15 6:00 PM,65,983,2017
Jose,HURRICANE-1,3,27.40,-71.00,09/16 12:00 AM,70,983,2017
Jose,HURRICANE-1,3,27.90,-71.80,09/16 6:00 AM,70,983,2017
Jose,HURRICANE-1,3,28.80,-72.20,09/16 12:00 PM,70,982,2017
Jose,HURRICANE-1,3,28.90,-71.90,09/16 6:00 PM,70,973,2017
Jose,HURRICANE-1,3,29.20,-71.80,09/17 12:00 AM,70,973,2017
Jose,HURRICANE-1,3,30.00,-71.70,09/17 6:00 AM,70,973,2017
Jose,HURRICANE-1,3,31.00,-71.90,09/17 12:00 PM,80,967,2017
Jose,HURRICANE-1,3,31.50,-71.80,09/17 6:00 PM,80,967,2017
Jose,HURRICANE-1,3,32.20,-71.60,09/18 12:00 AM,80,972,2017
Jose,HURRICANE-1,3,33.00,-71.40,09/18 6:00 AM,75,974,2017
Jose,HURRICANE-1,3,33.90,-71.10,09/18 12:00 PM,65,977,2017
Jose,HURRICANE-1,3,34.80,-71.10,09/18 6:00 PM,65,977,2017
Jose,HURRICANE-1,3,35.20,-71.30,09/19 12:00 AM,65,975,2017
Jose,HURRICANE-1,3,36.00,-71.30,09/19 6:00 AM,65,971,2017
Jose,HURRICANE-1,3,36.50,-71.70,09/19 12:00 PM,65,976,2017
Jose,HURRICANE-1,3,37.20,-71.30,09/19 6:00 PM,65,976,2017
Jose,TROPICAL STORM,2,37.90,-70.80,09/20 12:00 AM,60,973,2017
Jose,TROPICAL STORM,2,38.40,-70.30,09/20 6:00 AM,55,975,2017
Jose,TROPICAL STORM,2,39.00,-70.00,09/20 12:00 PM,60,976,2017
Jose,TROPICAL STORM,2,39.20,-69.10,09/21 12:00 AM,60,976,2017
Jose,TROPICAL STORM,2,39.50,-68.20,09/21 12:00 AM,50,982,2017
Jose,TROPICAL STORM,2,39.80,-67.80,09/21 6:00 AM,50,982,2017
Jose,TROPICAL STORM,2,39.60,-68.20,09/21 12:00 PM,50,984,2017
Jose,TROPICAL STORM,2,39.60,-67.90,09/21 6:00 PM,45,987,2017
Katia,TROPICAL DEPRESSION,1,22.40,-96.70,09/05 6:00 PM,30,1008,2017
Katia,TROPICAL DEPRESSION,1,22.20,-96.40,09/06 12:00 AM,30,1008,2017
Katia,TROPICAL STORM,2,22.10,-96.30,09/06 6:00 AM,35,1006,2017
Katia,TROPICAL STORM,2,21.70,-95.90,09/06 12:00 PM,40,1004,2017
Katia,HURRICANE-1,3,21.70,-95.10,09/06 6:00 PM,65,992,2017
Katia,HURRICANE-1,3,21.70,-94.80,09/07 12:00 AM,70,989,2017
Katia,HURRICANE-1,3,21.50,-94.50,09/07 6:00 AM,70,989,2017
Katia,HURRICANE-1,3,21.60,-94.60,09/07 12:00 PM,70,980,2017
Katia,HURRICANE-1,3,21.60,-94.60,09/07 6:00 PM,70,980,2017
Katia,HURRICANE-1,3,21.50,-95.10,09/08 12:00 AM,75,982,2017
Katia,HURRICANE-1,3,21.30,-95.40,09/08 6:00 AM,80,977,2017
Katia,HURRICANE-2,4,21.00,-95.80,09/08 12:00 PM,85,975,2017
Katia,HURRICANE-2,4,21.00,-96.50,09/08 6:00 PM,90,972,2017
Katia,HURRICANE-1,3,20.60,-97.20,09/09 12:00 AM,65,988,2017
Katia,TROPICAL STORM,2,20.30,-97.50,09/09 6:00 AM,35,1001,2017
Lee,TROPICAL DEPRESSION,1,10.70,-25.40,09/15 12:00 AM,30,1010,2017
Lee,TROPICAL DEPRESSION,1,10.60,-27.30,09/15 6:00 AM,30,1008,2017
Lee,TROPICAL DEPRESSION,1,11.40,-28.30,09/15 12:00 PM,30,1008,2017
Lee,TROPICAL DEPRESSION,1,12.60,-29.70,09/15 6:00 PM,30,1009,2017
Lee,TROPICAL DEPRESSION,1,12.80,-30.70,09/16 12:00 AM,30,1009,2017
Lee,TROPICAL DEPRESSION,1,12.60,-32.10,09/16 6:00 AM,30,1008,2017
Lee,TROPICAL STORM,2,12.50,-33.10,09/16 12:00 PM,35,1007,2017
Lee,TROPICAL STORM,2,12.60,-34.20,09/16 6:00 PM,35,1007,2017
Lee,TROPICAL STORM,2,12.80,-34.90,09/17 12:00 AM,35,1007,2017
Lee,TROPICAL STORM,2,13.00,-35.40,09/17 6:00 AM,35,1007,2017
Lee,TROPICAL DEPRESSION,1,13.00,-36.70,09/17 12:00 PM,30,1007,2017
Lee,TROPICAL DEPRESSION,1,13.20,-37.30,09/17 6:00 PM,30,1007,2017
Lee,TROPICAL DEPRESSION,1,13.60,-38.50,09/18 12:00 AM,30,1007,2017
Lee,TROPICAL DEPRESSION,1,14.10,-39.80,09/18 6:00 AM,30,1007,2017
Lee,TROPICAL DEPRESSION,1,14.10,-40.60,09/18 12:00 PM,30,1007,2017
Lee,TROPICAL DEPRESSION,1,15.00,-40.60,09/18 6:00 PM,30,1007,2017
Lee,TROPICAL DEPRESSION,1,15.10,-43.00,09/19 12:00 AM,25,1007,2017
Lee,TROPICAL DEPRESSION,1,30.80,-48.90,09/22 6:00 PM,30,1014,2017
Lee,TROPICAL STORM,2,31.50,-49.00,09/23 12:00 AM,35,1009,2017
Lee,TROPICAL STORM,2,31.90,-49.20,09/23 6:00 AM,35,1009,2017
Lee,TROPICAL STORM,2,31.90,-49.40,09/23 12:00 PM,40,1007,2017
Lee,TROPICAL STORM,2,32.10,-49.80,09/23 6:00 PM,40,1007,2017
Lee,TROPICAL STORM,2,31.90,-50.10,09/24 12:00 AM,45,1003,2017
Lee,HURRICANE-1,3,31.90,-50.10,09/24 6:00 AM,65,987,2017
Lee,HURRICANE-1,3,31.80,-50.10,09/24 6:00 AM,75,983,2017
Lee,HURRICANE-1,3,31.40,-49.90,09/24 12:00 PM,80,982,2017
Lee,HURRICANE-1,3,31.30,-49.70,09/24 6:00 PM,80,980,2017
Lee,HURRICANE-1,3,31.10,-49.50,09/25 12:00 AM,80,980,2017
Lee,HURRICANE-1,3,31.10,-49.40,09/25 6:00 AM,80,980,2017
Lee,HURRICANE-1,3,30.80,-49.90,09/25 12:00 PM,80,980,2017
Lee,HURRICANE-1,3,30.50,-50.60,09/25 6:00 PM,75,983,2017
Lee,HURRICANE-1,3,30.20,-51.50,09/26 12:00 AM,80,979,2017
Lee,HURRICANE-2,4,30.00,-52.50,09/26 6:00 AM,85,977,2017
Lee,HURRICANE-2,4,29.90,-53.70,09/26 12:00 PM,90,975,2017
Lee,HURRICANE-2,4,29.90,-54.60,09/26 6:00 PM,95,971,2017
Lee,HURRICANE-2,4,30.00,-55.50,09/27 12:00 AM,95,971,2017
Lee,HURRICANE-2,4,30.20,-56.30,09/27 6:00 AM,95,971,2017
Lee,HURRICANE-3,5,30.60,-56.80,09/27 12:00 PM,100,963,2017
Lee,HURRICANE-3,5,31.20,-57.10,09/27 6:00 PM,100,962,2017
Lee,HURRICANE-2,4,31.70,-57.30,09/28 12:00 AM,95,966,2017
Lee,HURRICANE-2,4,32.50,-57.20,09/28 6:00 AM,95,966,2017
Lee,HURRICANE-2,4,33.70,-57.00,09/28 12:00 PM,85,973,2017
Lee,HURRICANE-1,3,35.10,-55.80,09/28 6:00 PM,80,977,2017
Lee,HURRICANE-1,3,36.30,-54.60,09/29 12:00 AM,70,984,2017
Lee,HURRICANE-1,3,38.30,-52.40,09/29 6:00 AM,65,987,2017
Lee,TROPICAL STORM,2,40.10,-49.50,09/29 12:00 PM,60,992,2017
Lee,TROPICAL STORM,2,42.20,-46.00,09/29 6:00 PM,55,996,2017
Maria,TROPICAL STORM,2,12.30,-52.60,09/16 6:00 PM,45,1002,2017
Maria,TROPICAL STORM,2,12.50,-53.70,09/17 12:00 AM,45,1002,2017
Maria,TROPICAL STORM,2,13.00,-54.90,09/17 6:00 AM,55,994,2017
Maria,TROPICAL STORM,2,13.50,-56.20,09/17 12:00 PM,55,994,2017
Maria,HURRICANE-1,3,13.80,-57.50,09/17 6:00 PM,65,982,2017
Maria,HURRICANE-1,3,14.20,-58.40,09/18 12:00 AM,75,979,2017
Maria,HURRICANE-1,3,14.60,-59.50,09/18 6:00 AM,80,977,2017
Maria,HURRICANE-3,5,14.70,-60.10,09/18 12:00 PM,105,959,2017
Maria,HURRICANE-4,6,15.10,-60.70,09/18 6:00 PM,115,950,2017
Maria,HURRICANE-5,7,15.30,-61.10,09/18 6:00 PM,140,925,2017
Maria,HURRICANE-5,7,15.50,-61.40,09/19 12:00 AM,140,924,2017
Maria,HURRICANE-4,6,16.00,-62.30,09/19 6:00 AM,135,934,2017
Maria,HURRICANE-5,7,16.30,-63.10,09/19 12:00 PM,140,927,2017
Maria,HURRICANE-5,7,16.80,-64.00,09/19 6:00 PM,145,916,2017
Maria,HURRICANE-5,7,17.30,-64.70,09/20 12:00 AM,150,909,2017
Maria,HURRICANE-4,6,17.90,-65.60,09/20 6:00 AM,135,917,2017
Maria,HURRICANE-4,6,18.40,-66.50,09/20 12:00 PM,120,930,2017
Maria,HURRICANE-2,4,18.80,-67.30,09/20 6:00 PM,95,957,2017
Maria,HURRICANE-2,4,19.20,-67.90,09/21 12:00 AM,95,959,2017
Maria,HURRICANE-3,5,19.60,-68.40,09/21 6:00 AM,100,959,2017
Maria,HURRICANE-3,5,20.20,-69.10,09/21 12:00 PM,100,960,2017
Maria,HURRICANE-3,5,20.80,-69.80,09/21 6:00 PM,105,960,2017
Maria,HURRICANE-3,5,21.00,-70.20,09/22 12:00 AM,110,955,2017
Maria,HURRICANE-3,5,21.60,-70.60,09/22 6:00 AM,110,959,2017
Maria,HURRICANE-3,5,22.30,-71.00,09/22 12:00 PM,110,958,2017
Maria,HURRICANE-3,5,23.30,-71.40,09/22 6:00 PM,110,959,2017
Maria,HURRICANE-3,5,24.10,-71.70,09/23 12:00 AM,110,954,2017
Maria,HURRICANE-3,5,24.80,-72.00,09/23 6:00 AM,105,952,2017
Maria,HURRICANE-3,5,25.40,-72.30,09/23 12:00 PM,100,952,2017
Maria,HURRICANE-3,5,26.30,-72.50,09/23 6:00 PM,100,950,2017
Maria,HURRICANE-3,5,27.00,-72.50,09/24 12:00 AM,100,942,2017
Maria,HURRICANE-2,4,27.90,-72.70,09/24 6:00 AM,95,948,2017
Maria,HURRICANE-2,4,28.70,-72.90,09/24 12:00 PM,90,947,2017
Maria,HURRICANE-2,4,29.40,-73.00,09/24 6:00 PM,90,941,2017
Maria,HURRICANE-1,3,30.00,-73.00,09/25 12:00 AM,80,950,2017
Maria,HURRICANE-1,3,30.60,-73.00,09/25 6:00 AM,70,957,2017
Maria,HURRICANE-1,3,31.20,-72.90,09/25 12:00 PM,70,963,2017
Maria,HURRICANE-1,3,31.70,-73.10,09/25 6:00 PM,70,965,2017
Maria,HURRICANE-1,3,32.30,-73.10,09/26 12:00 AM,70,969,2017
Maria,HURRICANE-1,3,32.90,-73.10,09/26 6:00 AM,65,970,2017
Maria,HURRICANE-1,3,33.60,-73.10,09/26 12:00 PM,65,971,2017
Maria,TROPICAL STORM,2,34.10,-73.00,09/26 6:00 PM,60,974,2017
Maria,TROPICAL STORM,2,34.90,-72.90,09/27 12:00 AM,60,975,2017
Maria,TROPICAL STORM,2,35.10,-72.90,09/27 6:00 AM,60,976,2017
Maria,HURRICANE-1,3,35.60,-72.60,09/27 12:00 PM,65,978,2017
Maria,HURRICANE-1,3,36.20,-72.10,09/27 6:00 PM,65,979,2017
Maria,HURRICANE-1,3,36.80,-71.50,09/28 12:00 AM,65,979,2017
Maria,TROPICAL STORM,2,36.80,-71.00,09/28 6:00 AM,60,982,2017
Maria,TROPICAL STORM,2,36.80,-69.30,09/28 12:00 PM,60,982,2017
Maria,TROPICAL STORM,2,36.80,-67.80,09/28 6:00 PM,55,985,2017
Maria,TROPICAL STORM,2,37.10,-65.50,09/29 12:00 AM,55,985,2017
Maria,TROPICAL STORM,2,37.20,-63.30,09/29 6:00 AM,50,987,2017
Maria,TROPICAL STORM,2,37.50,-60.10,09/29 12:00 PM,50,988,2017
Maria,TROPICAL STORM,2,37.80,-57.40,09/29 6:00 PM,50,988,2017
Maria,TROPICAL STORM,2,38.60,-53.90,09/30 12:00 AM,50,988,2017
Maria,TROPICAL STORM,2,39.60,-50.50,09/30 6:00 AM,50,988,2017
Maria,TROPICAL STORM,2,40.70,-47.20,09/30 12:00 PM,50,989,2017
Nate,TROPICAL DEPRESSION,1,12.20,-81.90,10/04 12:00 PM,30,1005,2017
